# HTTP Broken URLs — 87 total
# STATUS | TYPE | URL | DETAIL

0 | UNREACHABLE | https://jobrecruitment.in/-job-in-.html | CONNECTION_ERROR
404 | HTTP_404 | https://jobrecruitment.in/job/purchase-executive-sola-ahmedabad-ba88f6.html | https://jobrecruitment.in/job/purchase-executive-sola-ahmedabad-ba88f6.html
404 | HTTP_404 | https://jobrecruitment.in/job/quant-analyst-high-frequency-new-york-ny-1701234567892.html | https://jobrecruitment.in/job/quant-analyst-high-frequency-new-york-ny-1701234567892.html
404 | HTTP_404 | https://jobrecruitment.in/job/real-estate-sales-executive-shilaj-ahmedabad-cc49e0.html | https://jobrecruitment.in/job/real-estate-sales-executive-shilaj-ahmedabad-cc49e0.html
404 | HTTP_404 | https://jobrecruitment.in/job/real-estate-sales-executive-zundal-ahmedabad-20a64b.html | https://jobrecruitment.in/job/real-estate-sales-executive-zundal-ahmedabad-20a64b.html
404 | HTTP_404 | https://jobrecruitment.in/job/sales-executive-vastrapur-ahmedabad-a24a16.html | https://jobrecruitment.in/job/sales-executive-vastrapur-ahmedabad-a24a16.html
404 | HTTP_404 | https://jobrecruitment.in/job/receptionist-nikol-ahmedabad-0f3278.html | https://jobrecruitment.in/job/receptionist-nikol-ahmedabad-0f3278.html
404 | HTTP_404 | https://jobrecruitment.in/job/senior-accountant-gulbai-tekra-ahmedabad-ff0407.html | https://jobrecruitment.in/job/senior-accountant-gulbai-tekra-ahmedabad-ff0407.html
404 | HTTP_404 | https://jobrecruitment.in/job/senior-accountant-usmanpura-ahmedabad-gujarat-ca715a.html | https://jobrecruitment.in/job/senior-accountant-usmanpura-ahmedabad-gujarat-ca715a.html
404 | HTTP_404 | https://jobrecruitment.in/job/senior-solutions-architect-san-francisco-ca-1701234567890.html | https://jobrecruitment.in/job/senior-solutions-architect-san-francisco-ca-1701234567890.html
404 | HTTP_404 | https://jobrecruitment.in/job/seo-specialist-asarwa-ahmedabad-da0c72.html | https://jobrecruitment.in/job/seo-specialist-asarwa-ahmedabad-da0c72.html
404 | HTTP_404 | https://jobrecruitment.in/job/senior-research-engineer-san-francisco-ca-1701234567893.html | https://jobrecruitment.in/job/senior-research-engineer-san-francisco-ca-1701234567893.html
404 | HTTP_404 | https://jobrecruitment.in/job/tele-sales-executive-nikol-ahemedabad-176ef9.html | https://jobrecruitment.in/job/tele-sales-executive-nikol-ahemedabad-176ef9.html
404 | HTTP_404 | https://jobrecruitment.in/job/supply-chain-manager-navi-mumbai-india-003.html | https://jobrecruitment.in/job/supply-chain-manager-navi-mumbai-india-003.html
404 | HTTP_404 | https://jobrecruitment.in/job/tele-sales-executive-nikol-ahmedabad-a1ad29.html | https://jobrecruitment.in/job/tele-sales-executive-nikol-ahmedabad-a1ad29.html
404 | HTTP_404 | https://jobrecruitment.in/job/vp-of-product-design-remote-us-1701234567891.html | https://jobrecruitment.in/job/vp-of-product-design-remote-us-1701234567891.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/about.html | https://jobrecruitment.in/jobrecruitment/about.html
